name,price
Lenovo Legion Y540-15IRH-PG0 81SY00QWPB PL,"1.070,86"
Lenovo ThinkBook 14 Grey 20SL000LMH,"965,00"
Lenovo Legion 5-15ARH Black 82B500AKPB PL,"912,56"
Dell Vostro 14 3491 Black N101VN3491EMEA01_2101_16 PL,"885,00"
MSI GP75 Leopard 10SDK-024XPL PL,"1.328,17"
Dell G5 15 5500-4762 Black,"1.266,25"
Lenovo Ideapad S540-14API 81NH003VPB,"698,09"
Acer Nitro 5 AN517-51 Black NH.Q5CEP.032 PL,"1.081,96"
Lenovo Ideapad Flex 5 14ARE Graphite Grey 81X20084PB PL,"623,98"
MSI GF65 Thin 9SEXR-825XPL,"999,99"
Huawei MateBook X Pro 2020 Gray 53010YQU PL,"1.530,80"
Dell G5 5590 Black 5590-9821 PL,"1.620,00"
Lenovo Ideapad C340-14API Black 81N6004DPB PL,"565,00"
HP Pavilion x360 14-dw0003nw PL,"614,00"
Lenovo IdeaPad 3-15IIL Grey 81WE0064PB PL,"744,60"
MSI Bravo 15 Black BRAVO15A4DDR-032NL,"1.199,99"
Asus 14 X409MA-EB215T Slate Grey,"439,99"
"Apple MacBook Air 13.3"" Retina DC / i3 1.1GHz / 8GB / 256 SSD / ENG Gold","1.110,00"
Microsoft Surface Laptop 2 Platinum LQP-00012,"1.040,00"
Lenovo ThinkBook 14 Grey 20SL00D3MH,"660,00"
Lenovo Ideapad C340-14API Black 81N600ATPB PL,"615,00"
Asus ROG Strix G15 G512 G512LWS-AZ003 PL,"1.999,99"
Apple MacBook Pro 16 Silver i7 16GB 512GB 5300M MVVL2ZE/A,"2.553,86"
Dream Machines G1650Ti-15PL52,"882,94"
Lenovo Legion Y540-15IRH 81SX00Q7PB PL,"1.047,95"
Dell Inspiron 15 3593 Black 3595-5488,"455,00"
Lenovo IdeaPad 1-14 Silver 81VU0037PB,"435,00"
Acer Predator Triton 500 PT515-51 NH.Q4WEP.019 PL,"2.380,81"
Lenovo IdeaPad 5-14ARE Platinum Gray 81YM0070PB PL,"730,25"
HP Omen 15-ek0002nw PL,"1.480,65"
Dell Vostro 7500 15 N003VN7500EMEA01_2105,"1.814,13"
Lenovo IdeaPad 3-15ADA 81W100B8PB,"640,00"
Dell Inspiron 14 5401 Silver 5401-9121 EN,"837,70"
Dell G5 15 5500-5004 Black EN,"2.028,53"
Lenovo IdeaPad 3-14IML Grey 81WA004PPB PL,"786,43"
Acer Nitro 5 AN517-51 Black NH.Q7JEP.004 PL,"1.121,28"
Acer Nitro 5 AN515-54 Full HD SSD GTX Coffe Lake H i5,"1.122,72"
MSI GE66 Raider GE6610SGS-266NL,"2.899,00"
HP Omen 15-ek0022nw 230Y9EA PL,"1.861,78"
Lenovo Ideapad 330-15 Black 81D100S3EU_256 PL,"480,16"
HP ENVY x360 15-dr1005nw,"1.334,49"
Lenovo IdeaPad 3-15IMH Gaming 81Y400J5PB PL,"907,02"
Lenovo IdeaPad 3-14IML Grey 81WA003RPB PL,"749,72"
Lenovo ThinkBook 14 Gray 20SL003NPB,"599,03"
Lenovo IdeaPad 3-15ADA 81W1002XPB PL,"543,99"
"Apple MacBook Pro 13.3"" Retina with Touch Bar QC / i5 2.0GHz / 16GB / 512 SSD / ENG Silver","2.161,49"
HP 340S G7 Silver 8VU99EA PL,"882,74"
MSI GE63 Raider RGB 882DX,"1.552,10"
Lenovo V130-15 Iron Grey 81H7009UEU PL,"539,99"
MSI GS75 Stealth GS7510SGS-084NL,"3.799,00"
Lenovo Legion Y540-15IRH 81SY00QVPB PL,"995,00"
Lenovo Ideapad L340-17IRH Gaming Black 81LL0059PB PL,"952,66"
Lenovo Ideapad 330-15 Black 81D100S3EU PL,"490,99"
Lenovo IdeaPad S145-14IWL 81MU007NUS_8_256 PL,"534,00"
Lenovo ThinkPad E14 Black 20T6000UPB PL,"815,87"
Lenovo ThinkBook 15 IIL 20SM000GPB PL,"1.083,69"
Asus ROG Strix G15 G512 G512LW-AZ025,"1.683,72"
MSI GE63 Raider RGB RE GE63RAIDERRGB8SE-005NL,"2.737,00"
"Apple MacBook Air 13.3"" Retina QC / i5 1.1GHz / 8GB / 512 SSD / RUS Space Grey","1.518,99"
Lenovo Yoga 920-13 Platinum 80Y700G6PB,"1.050,00"
Lenovo Ideapad S540-14API 81NH00AVPB PL,"835,99"
MSI GE75 Raider GE7510SGS-272NL,"2.999,00"
Lenovo Legion 5-15ARH 82B500A3PB PL,"1.104,99"
Lenovo Legion 5-15IMH Black 82AU00AFPB,"1.055,99"
"Apple MacBook Pro 13.3"" Retina with Touch Bar QC / i5 2.0GHz / 16GB / 1TB SSD / ENG Silver","2.375,00"
Dell G3 15 3590 Black 3590-3937 PL,"1.430,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KGPB,"908,49"
Dell G5 15 5500-4809 Black PL,"1.221,96"
Lenovo ThinkPad L490 Black 20Q5001YMH,"785,00"
Lenovo IdeaPad 3-14IML Grey 81WA005NPB,"670,00"
Lenovo Ideapad C340-14API Black 81N6004XPB PL,"649,99"
Lenovo Legion Y540-15IR 81SY00Q6PB PL,"949,00"
Dell Inspiron 15 5501-9183 Silver,"1.290,08"
Lenovo IdeaPad 3-14IML Grey 81WA005PPB,"695,00"
Lenovo Ideapad S540-14API 81NH003TPB_12,"660,00"
Lenovo Legion 5-15ARH 82B500A7PB PL,"973,15"
Dell Inspiron 14 5490 Silver 5490-2676 PL,"1.099,51"
Lenovo IdeaPad 3-15ADA 81W100B7PB PL,"612,61"
Lenovo Legion Y540-15IRH 81SY00Q7PB PL,"929,92"
Asus VivoBook S430FA Gun Metal S430FA-EB108T,"669,49"
Asus ROG Strix G15 G512 G512LV-HN033,"1.444,37"
Dell Vostro 3590 Black 5713302/N2102VN3590EMEA01_2005 PL,"742,19"
"Microsoft Surface Book 3 15"" Platinum SMN-00009","3.006,57"
Lenovo Yoga S730-13 Platinum 81J00084PB,"859,78"
HP Omen 15-ek0011nw 1F7K2EA PL,"1.215,00"
Lenovo ThinkPad P1 Gen 2 Black 20QT007QMH,"3.620,00"
Lenovo IdeaPad 3-15ILL Grey 81WE00H7PB PL,"636,69"
Asus ROG Strix SCAR III G531GU-AZ419,"1.471,04"
Dell Inspiron 14 5401 273405452 Silver EN,"819,00"
Lenovo Ideapad Flex 5 14IIL 81X100E5PB PL,"680,86"
HP Pavilion Gaming 15-dk0007nw 6WN79EA PL,"917,00"
Lenovo Ideapad C340-14IML Black 81TK00M2PB PL,"1.006,99"
Lenovo IdeaPad 3-17 AMD Platinum Gray 81W2002EPB,"588,48"
"Apple MacBook Air 13.3"" Retina QC / i5 1.1GHz / 8GB / 512 SSD / ENG Silver","1.387,30"
Asus ROG Strix SCAR 15 G532LWS-HF060,"2.015,84"
Lenovo IdeaPad 3-17ADA Platinum Gray 81W2002CPB PL,"588,49"
"Apple MacBook Air 13.3"" Retina QC / i5 1.1GHz / 8GB / 512 SSD / ENG Gold","1.425,00"
Lenovo IdeaPad 3-17ADA Platinum Grey 81W20016PB PL,"519,94"
Lenovo IdeaPad S145-15 81UT003WUS PL,"670,00"
Dell Inspiron 14 5401-9053 Silver PL,"1.123,33"
Dell Latitude 5410 Silver N025L541014EMEA,"1.449,87"
Lenovo Ideapad C340-14IWL Black 81N400FBPB PL,"625,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK00AYPB PL,"981,99"
Lenovo Legion 5-15ARH 82B500A9PB PL,"1.005,62"
Lenovo ThinkPad L13 Black 20R3000EMH,"1.160,00"
Lenovo Legion 5-15ARH 82B500AEPB,"938,99"
HP 340S G7 Silver 9VY23EA US,"628,10"
MSI GL75 Leopard 10SDR-260XPL,"1.248,99"
Lenovo Ideapad S540-14API Grey 81NH004APB|12 PL,"755,17"
Dell Inspiron 13 7391 2 in 1 Silver 273405363,"1.168,84"
HP Omen 15-ek0023nw 231B8EA,"1.528,28"
Lenovo IdeaPad 5-15ILL Graphite Black 81YK00F7PB PL,"709,80"
"Apple MacBook Air 13.3"" Retina QC / i5 1.1GHz / 8GB / 512 SSD / RUS Silver","1.325,59"
HP ProBook 450 G7 Silver 8MH53EA PL,"813,66"
MSI Modern 14 A10RAS-859PL PL,"873,78"
"Microsoft Surface Laptop 3 15"" Platinum V4G-00008","1.330,53"
Lenovo Ideapad L340-17API Black R3 4/256GB W10H PL,"670,74"
Lenovo Legion 5-15ARH 82B500A2PB PL,"1.020,00"
Lenovo ThinkPad P15s Black 20T40031MH,"2.529,37"
Lenovo V130-14 Grey 81HQ00MMEU PL,"607,49"
MSI Creator 17M 10 A10SF-205NL,"2.999,00"
Dell G5 15 5500-4915 Black PL,"1.909,43"
Dell Vostro 14 5401 Grey N4106NVN5401EMEA01_2101,"830,59"
Acer Nitro 5 AN515-55 Black NH.Q82EP.00P,"1.125,00"
HP 250 G7 Silver 14Z97EA#ABB PL,"675,00"
"Dell Latitude 9510 15"" N012L9510152IN1EMEA Silver EN","2.645,00"
Acer Aspire 3 A317-51 Black NX.HLYEH.006 PL,"558,27"
"Dell Latitude 9510 15"" N009L951015EMEA Silver EN","2.465,00"
Lenovo Yoga C640-13IML 81UE0052PB PL,"981,99"
MSI Creator 17M 10 A10SE-209NL,"2.699,00"
Lenovo IdeaPad 3-14ADA Grey 81W00061PB PL,"589,49"
Dell Latitude 5300 2-in-1 Black i5 8/256GB W10P,"900,48"
Lenovo IdeaPad L340-15IRH Gaming 81LK00B6PB,"935,00"
Acer Aspire 3 A317-51K Black NX.HEKEH.01B PL,"565,86"
Lenovo Ideapad S540-14API 81NH00AUPB PL,"883,99"
Arvuti Notebook Acer Aspire 7 A715-41G Charcoal Black,"1.159,00"
Acer Nitro 5 AN517-52-57U2 Black,"913,34"
Lenovo Ideapad 330S-15IKB Grey 81GC0072LT,"882,10"
"Microsoft Surface Book 3 15"" Platinum SLZ-00009","2.510,43"
MSI GF65 Thin 9SEXR-824XPL PL,"1.142,39"
Lenovo ThinkPad L590 20Q8S26W00,"736,49"
Lenovo Legion 5-15ARH Black 82B500A0PB PL,"981,99"
MSI Creator 17M 10 CREATOR17A10SFS-202NL,"3.199,00"
Lenovo Yoga C640-13IML 81UE004XPB PL,"861,04"
HP Elite Dragonfly 8MK76EA#B1R,"1.789,64"
Lenovo IdeaPad 3-15IMH Gaming 81Y400J6PB,"835,00"
Lenovo Yoga Slim 7-14IIL 82A10064PB PL,"801,35"
HP Pavilion x360 15-dq1000nw 230Y7EA,"908,94"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB0035PB,"2.941,16"
Lenovo Ideapad C340-14IWL Black 81TK00M1PB PL,"717,37"
Dell G3 15 3500-4557 Black PL,"1.631,23"
MSI GS75 Stealth GS7510SFS-086NL,"2.999,00"
MSI Prestige 14 A10SC-215PL,"1.187,22"
HP 250 G7 Silver 150B5EA#ABB,"820,00"
Lenovo IdeaPad 3-15IMH Gaming 81Y400JMPB PL,"1.075,00"
Lenovo ThinkBook Plus Grey 20TG000RMH,"1.270,00"
Lenovo IdeaPad 3-15IMH 81Y400J9PB,"975,00"
HP 250 G7 Black 2D232EA PL,"623,09"
Lenovo Ideapad L340-17IRH Gaming Black 81LL00EUPB PL,"935,00"
HP ProBook 450 G7 Silver 8VU85EA#B1R,"779,10"
Lenovo V15 Iron Gray 82C7000RPB PL,"655,86"
Lenovo Ideapad L340-17IRH Gaming Black 81LL0057PB PL,"906,19"
Lenovo ThinkPad P1 Gen 3 Black 20TH000WMH,"2.541,87"
Dell Inspiron 15 3593 Black 3593-0156,"789,84"
Dell G3 15 3500-4632 Black PL,"1.697,75"
Dell Latitude 5411 Grey N005L541114EMEA,"1.302,58"
"Apple MacBook Pro 13.3"" Retina with Touch Bar QC / i5 2.0GHz / 16GB / 512 SSD / ENG Space Gray","2.072,63"
Lenovo Yoga C930 Glass 81EQ000RPB PL,"1.164,00"
Asus VivoBook 15 X509JA-BQ041T,"749,00"
Acer Aspire 7 A715-74G Black NH.Q5TEL.00E,"1.045,00"
Lenovo IdeaPad 5-14ARE Gray 81X20086PB PL,"860,49"
Lenovo Legion Y540-15IHR 81SX00Q6PB PL,"1.032,49"
Dell Latitude 3500 Black 53651283/2 PL,"790,00"
Lenovo IdeaPad 3-15ADA 81W1005JPB PL,"641,46"
"Dell Latitude 7410 14"" N016L951015EMEA Silver","2.505,00"
Lenovo Ideapad L340-17IRH Gaming Black 81LL00EAPB PL,"929,99"
Dell Inspiron 15 5501 Silver 5501-9145 PL,"1.075,69"
Lenovo Legion 5-15IMH 82AU00ADPB,"915,00"
Lenovo Ideapad S540-14API 81NH004BPB PL,"769,08"
HP ZBook17 G2 5KY93AV PL,"3.205,00"
Dell G5 5590 Black 5590-0285 PL,"1.671,20"
"Microsoft Surface Book 3 13.5"" Platinum SKW-00009 PL","2.200,64"
Lenovo Legion Y540-15IRH i7 8/512GB W10H PL,"1.161,00"
Lenovo ThinkPad T490s Black 20NX0056MH,"1.565,42"
HP Pavilion 15 Black 19M13EA,"579,00"
Lenovo ThinkPad T495s Black 20QJ001NMH,"1.170,98"
Asus VivoBook S14 S431FA-EB030T Cobalt Blue,"742,53"
Lenovo Ideapad C340-14IML Black 81N60051PB PL,"908,49"
HP EliteBook 845 G7 23Y04EA#B1R,"1.237,23"
Dell Vostro 3590 Black 53651583/1_16 PL,"837,47"
Dell Latitude 5411 Grey N003L541114EMEA PL,"1.545,00"
Lenovo Legion Y540-15IRH 81SX0115PB PL,"1.310,00"
Dell Latitude 3410 Black N012L341014EMEA,"972,08"
"Apple MacBook Pro 13.3"" Retina with Touch Bar QC / i5 2.0GHz / 16GB / 1TB SSD / ENG Space Grey","2.349,49"
Dell G3 15 3500-4175 White PL,"1.276,19"
Lenovo Legion Y540-15IRH 81SY00QUPB PL,"982,02"
HP 250 G7 Black 7DC18EA PL,"593,17"
Lenovo IdeaPad 3-17ADA Platinum Gray 81W20018PB PL,"645,00"
HP EliteBook 745 G6 6XE88EA#B1R,"1.247,63"
Lenovo ThinkPad T480 20L6SC0100 PL,"837,47"
Lenovo IdeaPad 5-14ARE 81YM006WPB PL,"695,00"
Fujitsu Lifebook E449 Black VFY:E4490M330SNC,"625,00"
MSI GL65 Leopard 10SDR-421XPL,"1.199,99"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KLPB PL,"1.136,99"
MSI GE66 Raider GE6610SFS-297NL,"2.199,00"
Lenovo IdeaPad S145-15IIL 81W800DEPB PL,"720,00"
Dell Vostro 5481 Ice Gray N2207VN5481BTPPL01_1905_256 PL,"733,00"
"Microsoft Surface Laptop 3 15"" Black VGZ-00029","1.905,00"
HP EliteBook 845 G7 177C6EA#B1R,"1.160,21"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KHPB,"957,49"
Lenovo IdeaPad 3-15ADA 81W100B9PB PL,"687,49"
Lenovo IdeaPad 3-15 Gaming 120Hz 81Y400JRPB PL,"1.075,00"
Lenovo IdeaPad 3-15ADA 81W100BAPB Grey PL,"668,19"
Dell Inspiron 15 3593 Black 3593-5426,"790,00"
Lenovo IdeaPad S145-15IKB Grey 81VD00AMEU,"553,99"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L3MH,"1.851,49"
Lenovo ThinkPad L490 Black 20Q50020MH,"965,00"
HP ProBook 430 G7 Silver 1F3M1EA#B1R,"783,85"
HP ProBook 445 G7 Silver 12X07EA#B1R,"685,69"
Dell Inspiron 14 5401 273405450 Silver EN,"811,33"
Lenovo ThinkPad A285 Black 20MW000JMX,"1.020,00"
MSI GS75 Stealth 10SE-047PL PL,"1.882,40"
HP 250 G7 Silver 14Z89EA#ABB PL,"740,00"
Lenovo ThinkPad L13 Yoga Black 20R5000HMH,"1.285,00"
HP EliteBook 745 G6 6XE86EA#B1R,"1.120,01"
Dell Vostro 3590 Black i3 8/256GB UHD W10P PL,"721,00"
Lenovo IdeaPad 3-15 Gaming 81Y400JDPB PL,"1.055,99"
Lenovo Legion 5-15IMH 82AU00AGPB PL,"1.125,00"
Dell Inspiron 15 3593 Silver 3593-2362 PL,"834,85"
HP EliteBook 735 G6 7KN29EA#B1R,"877,49"
Dell Inspiron 15 3593 Silver i7 8/512GB W10H PL,"956,59"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L1PB PL,"1.995,00"
Fujitsu Workstation CELSIUS H780 VFY:H7800M173SNC,"2.515,00"
Lenovo Ideapad 330-15 Platinum 81DJ0009CF_256,"718,36"
Dell G3 15 3590-2082 Black,"1.028,04"
Dell G3 15 3500 273405392 Black EN,"1.310,34"
HP EliteBook x360 1040 G6 7KN39EA#B1R,"1.520,00"
Dell Vostro 3590 Black i7 8/256GB R610 DVD W10P PL,"993,74"
HP Elite Dragonfly 8MK78EA#B1R,"1.657,44"
Lenovo ThinkPad T495 Black 20NK000HMH,"1.685,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KMPB PL,"1.006,99"
Lenovo Legion 5-15 Black NH.Q80EP.007,"989,00"
Microsoft Surface Laptop 2 Platinum LQP-00024,"1.475,00"
HP Elitebook 1050 G1 Silver 4QY37EA#B1R,"1.760,00"
Lenovo IdeaPad 3-15ADA 81WE00QXEU,"711,99"
Dell G5 15 5500 273405415 Black EN,"1.699,00"
Lenovo Legion Y540-15IRH 81SX0113PB PL,"1.309,99"
Lenovo Ideapad C340-14IML 81TK00HJPB PL,"910,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK01BRPB PL,"1.009,99"
MSI GE75 Raider GE7510SGS-099NL,"3.299,00"
Dell Vostro 3591 Black i5 8GB 1TB W10P PL,"969,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK00DPPB PL,"910,00"
Dell Vostro 7590 Silver i7 16/512GB W10P PL,"1.725,00"
Lenovo ThinkPad T590 Black 20N5S42400,"908,94"
Dell Vostro 14 3491 Black N401VN3491EMEA01_2101 PL,"740,00"
HP ProBook 440 G7 Silver 9HP81EA,"980,00"
MSI GS66 Stealth GS6610SGS-084NL,"3.699,00"
"Microsoft Surface Book 3 13.5"" Platinum SLK-00009","2.783,82"
Dell Vostro 3590 Black i3 4GB 1TB UHD DVD W10P PL,"720,00"
Lenovo ThinkPad T590 Black 20N5S42200,"844,13"
Dell Inspiron 15 5501 Grey N7500VN5501EMEA01_2101,"980,45"
Dell Inspiron 15 3593 Black 3593-5464,"742,19"
Dell G3 15 3500-4182 White PL,"1.097,88"
Lenovo ThinkPad T15 Gen 1 20S6002YMH,"1.519,54"
Lenovo ThinkPad T495 Black 20NJ0016MH,"1.263,40"
HP Zbook 14u G5 2ZC34EA#AKD,"1.611,66"
"Dell Mobile Precision 7550 15"" Grey N004P7550EMEA_VI PL","2.994,71"
Dell Inspiron 14 5401 Silver 5401-9060 PL,"929,84"
Dell Inspiron 14 5401-9046 Silver PL,"1.194,79"
Dell Precision 3540 Mobile Workstation Grey M3540050301E,"1.219,00"
"Dell Latitude 9510 15"" Silver N004L9410142in1EMEA Silver EN","2.175,00"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QG001HMH,"2.860,00"
Dell Vostro 5490 Grey i5 8/256GB W10P PL,"893,00"
Fujitsu Workstation CELSIUS H780 VFY:H7800M172SNC,"2.290,00"
DELL Inspiron 5570 Black 5570-2883,"956,59"
Lenovo V340 Iron Grey 81RG000XMX PL,"882,74"
Toshiba Dynabook Satellite Pro L50-G-1GF PBS12E-03W03GPL,"843,58"
Dell G3 15 3590-8698 Black PL,"1.265,00"
Lenovo ThinkPad P14s Gen 1 20S4003HMH,"2.024,67"
Lenovo ThinkPad T14 Black 20S0000KMH,"1.505,00"
Lenovo IdeaPad 3-15IIL Grey 81WE0057RM,"837,47"
"Microsoft Surface Laptop 3 13.5"" Black PLJ-00008 PL","2.505,00"
"Microsoft Surface Book 2 13.5"" PGU-00013 PL","1.973,07"
Lenovo ThinkPad L13 Yoga Black 20R50002PB PL,"1.020,75"
Lenovo ThinkPad T495 Black 20NJ0019MH,"1.238,23"
Lenovo ThinkPad E15 Black 20RD001FPB PL,"960,00"
Toshiba Dynabook Portege X30L PUZ20E-21H02CPL,"1.600,00"
HP 250 G7 Silver 6MT01EU PL,"646,91"
HP EliteBook 735 G6 6XE79EA#B1R PL,"1.116,76"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00ABPB PL,"2.325,00"
HP 250 G7 Silver 6BP03EA PL,"965,00"
Dell Inspiron 14 5401-9022 Silver PL,"1.147,15"
Dell Vostro 3591 Black N306ZBVN3591EMEA01_2101,"790,00"
Arvuti Huawei MateBook D15 R5 W10 Grey,"789,00"
Lenovo IdeaPad 3-15IMH Gaming 81Y400JCPB,"850,00"
Lenovo ThinkPad L14 Gen 1 20U50002MH EN,"835,00"
Dell Precision 3551 Mobile Workstation Silver 273403262,"1.472,69"
Dell G3 15 3500 273405388 Black EN,"1.199,93"
Lenovo IdeaPad L340-15IRH Gaming 81LK01BTPB PL,"889,99"
Dell Latitude 3510 N011L351015EMEA,"929,84"
Lenovo ThinkPad T15 Gen 1 20S60030MH,"1.660,00"
"Microsoft Surface Laptop 3 15"" Platinum RDZ-00008 PL","1.795,00"
Dell Vostro 5490 Grey i7 8/256GB MX250 W10P PL,"1.230,00"
Dell Latitude 5400 Black N013L540014EMEA,"996,01"
Dell G7 17 7700 144Hz 273446054,"1.889,68"
Dell Vostro 14 5401 Grey N6001VN5401EMEA01_2101_ubu,"680,30"
Lenovo ThinkPad T14s Gen 1 Black 20UJ0012MH PL,"1.547,75"
